,borough,year,month,vehicle,total_injured,total_killed,pedestrians_injured,pedestrians_killed,cyclist_injured,cyclist_killed,motorist_injured,motorist_killed
435,Bronx,2018,9,suv,148,0,32,0,7,0,109,0
436,Bronx,2018,9,taxi,15,0,4,0,1,0,10,0
437,Bronx,2018,9,truck,14,0,3,0,0,0,11,0
438,Bronx,2018,10,bike,15,0,0,0,15,0,0,0
439,Bronx,2018,10,other,37,0,5,0,0,0,32,0
440,Bronx,2018,10,sedan,238,0,38,0,9,0,191,0
441,Bronx,2018,10,suv,179,0,48,0,12,0,119,0
442,Bronx,2018,10,taxi,34,0,5,0,2,0,27,0
443,Bronx,2018,10,truck,7,0,1,0,0,0,6,0
444,Bronx,2018,11,bike,6,0,0,0,6,0,0,0
445,Bronx,2018,11,other,32,0,3,0,0,0,29,0
446,Bronx,2018,11,sedan,236,0,61,0,9,0,166,0
447,Bronx,2018,11,suv,186,0,50,0,8,0,128,0
448,Bronx,2018,11,taxi,25,0,5,0,0,0,20,0
449,Bronx,2018,11,truck,24,0,5,0,0,0,19,0
450,Bronx,2018,12,bike,6,0,1,0,5,0,0,0
451,Bronx,2018,12,other,36,0,6,0,1,0,29,0
452,Bronx,2018,12,sedan,273,0,75,0,4,0,194,0
453,Bronx,2018,12,suv,163,0,47,0,7,0,109,0
454,Bronx,2018,12,taxi,29,0,6,0,0,0,23,0
455,Bronx,2018,12,truck,19,0,4,0,0,0,15,0
456,Bronx,2019,1,bike,2,0,0,0,2,0,0,0
457,Bronx,2019,1,other,20,0,1,0,1,0,18,0
458,Bronx,2019,1,sedan,206,0,53,0,6,0,147,0
459,Bronx,2019,1,suv,147,0,41,0,4,0,102,0
460,Bronx,2019,1,taxi,23,0,7,0,0,0,16,0
461,Bronx,2019,1,truck,16,0,7,0,0,0,9,0
462,Bronx,2019,2,bike,5,0,1,0,4,0,0,0
463,Bronx,2019,2,other,26,0,1,0,2,0,23,0
464,Bronx,2019,2,sedan,161,0,38,0,7,0,116,0
465,Bronx,2019,2,suv,144,0,31,0,1,0,112,0
466,Bronx,2019,2,taxi,24,0,7,0,0,0,17,0
467,Bronx,2019,2,truck,9,0,2,0,0,0,7,0
468,Bronx,2019,3,bike,4,0,2,0,2,0,0,0
469,Bronx,2019,3,other,39,0,6,0,1,0,32,0
470,Bronx,2019,3,sedan,265,0,58,0,8,0,199,0
471,Bronx,2019,3,suv,173,0,35,0,4,0,134,0
472,Bronx,2019,3,taxi,33,0,6,0,0,0,27,0
473,Bronx,2019,3,truck,8,0,3,0,0,0,5,0
474,Bronx,2019,4,bike,9,0,3,0,6,0,0,0
475,Bronx,2019,4,other,16,0,4,0,1,0,11,0
476,Bronx,2019,4,sedan,206,0,27,0,11,0,168,0
477,Bronx,2019,4,suv,174,0,27,0,5,0,142,0
478,Bronx,2019,4,taxi,18,0,3,0,0,0,15,0
479,Bronx,2019,4,truck,19,0,6,0,0,0,13,0
480,Bronx,2019,5,bike,11,0,2,0,9,0,0,0
481,Bronx,2019,5,other,36,0,4,0,3,0,29,0
482,Bronx,2019,5,sedan,282,0,48,0,12,0,222,0
483,Bronx,2019,5,suv,245,0,48,0,16,0,181,0
484,Bronx,2019,5,taxi,17,0,4,0,2,0,11,0
485,Bronx,2019,5,truck,17,0,5,0,3,0,9,0
486,Bronx,2019,6,bike,8,0,2,0,6,0,0,0
487,Bronx,2019,6,other,23,0,7,0,0,0,16,0
488,Bronx,2019,6,sedan,338,0,48,0,22,0,268,0
489,Bronx,2019,6,suv,211,0,34,0,10,0,167,0
490,Bronx,2019,6,taxi,29,0,4,0,0,0,25,0
491,Bronx,2019,6,truck,16,0,1,0,3,0,12,0
492,Bronx,2019,7,bike,13,0,0,0,13,0,0,0
493,Bronx,2019,7,other,32,0,7,0,3,0,22,0
494,Bronx,2019,7,sedan,297,0,39,0,24,0,234,0
495,Bronx,2019,7,suv,211,0,36,0,11,0,164,0
496,Bronx,2019,7,taxi,16,0,1,0,4,0,11,0
497,Bronx,2019,7,truck,21,0,5,0,5,0,11,0
498,Bronx,2019,8,bike,11,0,3,0,7,0,1,0
499,Bronx,2019,8,other,32,0,3,0,9,0,20,0
500,Bronx,2019,8,sedan,248,0,32,0,14,0,202,0
501,Bronx,2019,8,suv,191,0,39,0,14,0,138,0
502,Bronx,2019,8,taxi,23,0,1,0,1,0,21,0
503,Bronx,2019,8,truck,13,0,4,0,1,0,8,0
504,Bronx,2019,9,bike,8,0,1,0,7,0,0,0
505,Bronx,2019,9,other,56,0,4,0,5,0,47,0
506,Bronx,2019,9,sedan,232,0,46,0,16,0,170,0
507,Bronx,2019,9,suv,178,1,32,1,14,0,132,0
508,Bronx,2019,9,taxi,24,0,7,0,2,0,15,0
509,Bronx,2019,9,truck,11,0,4,0,1,0,6,0
510,Bronx,2019,10,bike,8,0,0,0,8,0,0,0
511,Bronx,2019,10,other,27,0,6,0,4,0,17,0
512,Bronx,2019,10,sedan,221,0,53,0,7,0,161,0
513,Bronx,2019,10,suv,193,0,33,0,13,0,147,0
514,Bronx,2019,10,taxi,29,0,5,0,0,0,24,0
515,Bronx,2019,10,truck,13,0,4,0,0,0,9,0
516,Bronx,2019,11,bike,4,0,1,0,3,0,0,0
517,Bronx,2019,11,other,39,0,6,0,2,0,31,0
518,Bronx,2019,11,sedan,216,0,50,0,2,0,164,0
519,Bronx,2019,11,suv,132,0,30,0,15,0,87,0
520,Bronx,2019,11,taxi,35,0,7,0,1,0,27,0
521,Bronx,2019,11,truck,18,0,5,0,0,0,13,0
522,Bronx,2019,12,bike,3,0,0,0,3,0,0,0
523,Bronx,2019,12,other,23,0,9,0,1,0,13,0
524,Bronx,2019,12,sedan,255,0,56,0,8,0,191,0
525,Bronx,2019,12,suv,184,0,54,0,4,0,126,0
526,Bronx,2019,12,taxi,29,0,10,0,1,0,18,0
527,Bronx,2019,12,truck,12,0,3,0,1,0,8,0
528,Bronx,2020,1,bike,4,0,1,0,3,0,0,0
529,Bronx,2020,1,other,15,0,5,0,3,0,7,0
530,Bronx,2020,1,sedan,241,0,52,0,7,0,182,0
531,Bronx,2020,1,suv,170,0,27,0,8,0,135,0
532,Bronx,2020,1,taxi,46,0,7,0,0,0,39,0
533,Bronx,2020,1,truck,6,0,1,0,1,0,4,0
534,Bronx,2020,2,bike,5,0,2,0,3,0,0,0
535,Bronx,2020,2,other,20,0,4,0,4,0,12,0
536,Bronx,2020,2,sedan,205,0,55,0,15,0,135,0
537,Bronx,2020,2,suv,136,0,36,0,4,0,96,0
538,Bronx,2020,2,taxi,30,0,4,0,2,0,24,0
539,Bronx,2020,2,truck,10,0,3,0,1,0,6,0
540,Bronx,2020,3,bike,3,0,0,0,3,0,0,0
541,Bronx,2020,3,other,23,0,4,0,5,0,14,0
542,Bronx,2020,3,sedan,173,0,31,0,9,0,133,0
543,Bronx,2020,3,suv,116,0,28,0,6,0,82,0
544,Bronx,2020,3,taxi,16,0,4,0,2,0,10,0
545,Bronx,2020,3,truck,7,0,0,0,0,0,7,0
546,Bronx,2020,4,bike,2,0,0,0,2,0,0,0
547,Bronx,2020,4,other,15,0,3,0,1,0,11,0
548,Bronx,2020,4,sedan,63,0,11,0,2,0,50,0
549,Bronx,2020,4,suv,40,0,6,0,6,0,28,0
550,Bronx,2020,4,taxi,10,0,1,0,1,0,8,0
551,Bronx,2020,4,truck,5,0,1,0,0,0,4,0
552,Bronx,2020,5,bike,11,0,1,0,10,0,0,0
553,Bronx,2020,5,other,11,0,2,0,5,0,4,0
554,Bronx,2020,5,sedan,139,0,17,0,7,0,115,0
555,Bronx,2020,5,suv,102,0,13,0,16,0,73,0
556,Bronx,2020,5,taxi,20,0,2,0,3,0,15,0
557,Bronx,2020,5,truck,1,0,1,0,0,0,0,0
558,Bronx,2020,6,bike,18,0,0,0,18,0,0,0
559,Bronx,2020,6,other,42,0,7,0,13,0,22,0
560,Bronx,2020,6,sedan,188,0,20,0,24,0,144,0
561,Bronx,2020,6,suv,134,0,21,0,20,0,93,0
562,Bronx,2020,6,taxi,21,0,4,0,4,0,13,0
563,Bronx,2020,6,truck,4,0,1,0,0,0,3,0
564,Bronx,2020,7,bike,12,0,1,0,11,0,0,0
565,Bronx,2020,7,other,62,0,9,0,20,0,33,0
566,Bronx,2020,7,sedan,208,0,29,0,22,0,157,0
567,Bronx,2020,7,suv,165,0,22,0,20,0,123,0
568,Bronx,2020,7,taxi,33,0,6,0,6,0,21,0
569,Bronx,2020,7,truck,10,0,3,0,0,0,7,0
570,Bronx,2020,8,bike,18,0,0,0,18,0,0,0
571,Bronx,2020,8,other,43,1,3,0,17,0,23,1
572,Bronx,2020,8,sedan,230,1,23,0,28,0,179,1
573,Bronx,2020,8,suv,171,0,28,0,24,0,119,0
574,Bronx,2020,8,taxi,32,0,4,0,6,0,22,0
575,Bronx,2020,8,truck,23,0,2,0,1,0,20,0
576,Bronx,2020,9,bike,10,0,0,0,10,0,0,0
577,Bronx,2020,9,other,41,0,3,0,14,0,24,0
578,Bronx,2020,9,sedan,265,0,27,0,27,0,211,0
579,Bronx,2020,9,suv,139,0,21,0,19,0,99,0
580,Bronx,2020,9,taxi,31,0,2,0,1,0,28,0
581,Bronx,2020,9,truck,13,0,2,0,3,0,8,0
582,Bronx,2020,10,bike,6,0,1,0,5,0,0,0
583,Bronx,2020,10,other,41,1,9,1,14,0,18,0
584,Bronx,2020,10,sedan,223,2,35,1,22,0,166,1
585,Bronx,2020,10,suv,140,0,27,0,13,0,100,0
586,Bronx,2020,10,taxi,30,0,7,0,4,0,19,0
587,Bronx,2020,10,truck,18,0,1,0,1,0,16,0
588,Bronx,2020,11,bike,10,0,0,0,10,0,0,0
589,Bronx,2020,11,other,41,0,5,0,12,0,24,0
590,Bronx,2020,11,sedan,222,0,43,0,21,0,158,0
591,Bronx,2020,11,suv,120,0,19,0,12,0,89,0
592,Bronx,2020,11,taxi,21,0,1,0,1,0,19,0
593,Bronx,2020,11,truck,12,0,5,0,1,0,6,0
594,Bronx,2020,12,bike,3,0,0,0,3,0,0,0
595,Bronx,2020,12,other,20,0,4,0,6,0,10,0
596,Bronx,2020,12,sedan,181,0,27,0,6,0,148,0
597,Bronx,2020,12,suv,92,0,26,0,8,0,58,0
598,Bronx,2020,12,taxi,27,0,4,0,2,0,21,0
599,Bronx,2020,12,truck,12,0,5,0,0,0,7,0
600,Bronx,2021,1,e-bike,1,0,0,0,1,0,0,0
601,Bronx,2021,1,other,15,0,3,0,8,0,4,0
602,Bronx,2021,1,sedan,171,0,35,0,11,0,125,0
603,Bronx,2021,1,suv,107,0,34,0,2,0,71,0
604,Bronx,2021,1,taxi,28,0,6,0,2,0,20,0
605,Bronx,2021,1,truck,8,0,4,0,2,0,2,0
606,Bronx,2021,2,e-bike,5,0,1,0,2,0,2,0
607,Bronx,2021,2,other,21,0,5,0,2,0,14,0
608,Bronx,2021,2,sedan,100,0,9,0,7,0,84,0
609,Bronx,2021,2,suv,65,0,13,0,2,0,50,0
610,Bronx,2021,2,taxi,19,0,3,0,2,0,14,0
611,Bronx,2021,2,truck,10,0,3,0,0,0,7,0
612,Bronx,2021,3,e-bike,10,0,3,0,3,0,3,0
613,Bronx,2021,3,other,37,0,7,0,5,0,23,0
614,Bronx,2021,3,sedan,135,0,26,0,5,0,103,0
615,Bronx,2021,3,suv,104,0,21,0,6,0,75,0
616,Bronx,2021,3,taxi,16,0,1,0,0,0,15,0
617,Bronx,2021,3,truck,9,0,2,0,0,0,7,0
618,Bronx,2021,4,e-bike,10,0,1,0,1,0,1,0
619,Bronx,2021,4,other,39,0,5,0,4,0,26,0
620,Bronx,2021,4,sedan,202,0,33,0,9,0,150,0
621,Bronx,2021,4,suv,139,0,32,0,9,0,95,0
622,Bronx,2021,4,taxi,31,0,2,0,2,0,24,0
623,Bronx,2021,4,truck,6,0,3,0,0,0,3,0
624,Bronx,2021,5,e-bike,12,0,3,0,3,0,0,0
625,Bronx,2021,5,other,57,0,6,0,13,0,33,0
626,Bronx,2021,5,sedan,238,0,25,0,16,0,179,0
627,Bronx,2021,5,suv,175,0,31,0,8,0,127,0
628,Bronx,2021,5,taxi,19,0,5,0,0,0,13,0
629,Bronx,2021,5,truck,9,0,3,0,1,0,4,0
630,Bronx,2021,6,e-bike,14,0,1,0,3,0,0,0
631,Bronx,2021,6,other,57,0,9,0,10,0,35,0
632,Bronx,2021,6,sedan,231,0,38,0,21,0,162,0
633,Bronx,2021,6,suv,174,0,24,0,9,0,131,0
634,Bronx,2021,6,taxi,18,0,2,0,0,0,15,0
635,Bronx,2021,6,truck,11,0,1,0,0,0,10,0
636,Bronx,2021,7,e-bike,14,0,0,0,3,0,0,0
637,Bronx,2021,7,other,70,0,12,0,11,0,40,0
638,Bronx,2021,7,sedan,245,0,37,0,10,0,189,0
639,Bronx,2021,7,suv,188,0,22,0,20,0,141,0
640,Bronx,2021,7,taxi,20,0,5,0,2,0,11,0
641,Bronx,2021,7,truck,12,0,3,0,0,0,8,0
642,Bronx,2021,8,e-bike,17,0,3,0,2,0,0,0
643,Bronx,2021,8,other,59,2,10,0,16,0,26,2
644,Bronx,2021,8,sedan,236,0,20,0,19,0,185,0
645,Bronx,2021,8,suv,182,0,25,0,6,0,144,0
646,Bronx,2021,8,taxi,28,0,0,0,1,0,27,0
647,Bronx,2021,8,truck,9,0,1,0,1,0,6,0
648,Bronx,2021,9,e-bike,14,0,1,0,7,0,0,0
649,Bronx,2021,9,other,62,1,9,1,10,0,34,0
650,Bronx,2021,9,sedan,244,0,30,0,6,0,194,0
651,Bronx,2021,9,suv,147,0,27,0,10,0,103,0
652,Bronx,2021,9,taxi,11,0,0,0,2,0,8,0
653,Bronx,2021,9,truck,7,0,2,0,0,0,5,0
654,Bronx,2021,10,e-bike,20,0,7,0,4,0,1,0
655,Bronx,2021,10,other,57,0,8,0,11,0,36,0
656,Bronx,2021,10,sedan,255,0,34,0,15,0,198,0
657,Bronx,2021,10,suv,141,0,34,0,11,0,90,0
658,Bronx,2021,10,taxi,19,0,1,0,0,0,16,0
659,Bronx,2021,10,truck,12,0,2,0,0,0,10,0
660,Bronx,2021,11,e-bike,9,0,0,0,4,0,0,0
661,Bronx,2021,11,other,36,0,9,0,5,0,17,0
662,Bronx,2021,11,sedan,209,0,51,0,12,0,138,0
663,Bronx,2021,11,suv,153,0,30,0,6,0,111,0
664,Bronx,2021,11,taxi,26,0,3,0,3,0,20,0
665,Bronx,2021,11,truck,13,0,4,0,1,0,7,0
666,Bronx,2021,12,e-bike,10,0,2,0,3,0,0,0
667,Bronx,2021,12,other,37,0,5,0,3,0,25,0
668,Bronx,2021,12,sedan,196,0,39,0,12,0,140,0
669,Bronx,2021,12,suv,166,0,49,0,2,0,107,0
670,Bronx,2021,12,taxi,17,0,3,0,0,0,14,0
671,Bronx,2021,12,truck,22,0,2,0,1,0,19,0
672,Bronx,2022,1,bike,2,0,0,0,2,0,0,0
673,Bronx,2022,1,other,31,0,4,0,1,0,20,0
674,Bronx,2022,1,sedan,165,1,44,0,5,0,108,1
675,Bronx,2022,1,suv,151,0,25,0,4,0,120,0
676,Bronx,2022,1,taxi,11,0,5,0,1,0,5,0
677,Bronx,2022,1,truck,8,0,3,0,0,0,5,0
678,Bronx,2022,2,bike,2,0,0,0,2,0,0,0
679,Bronx,2022,2,other,27,0,4,0,0,0,18,0
680,Bronx,2022,2,sedan,149,0,27,0,3,0,115,0
681,Bronx,2022,2,suv,100,0,25,0,2,0,68,0
682,Bronx,2022,2,taxi,12,0,4,0,0,0,8,0
683,Bronx,2022,2,truck,11,0,2,0,0,0,9,0
684,Bronx,2022,3,bike,6,0,1,0,5,0,0,0
685,Bronx,2022,3,other,45,0,5,0,2,0,31,0
686,Bronx,2022,3,sedan,233,0,42,0,9,0,180,0
687,Bronx,2022,3,suv,158,0,45,0,7,0,102,0
688,Bronx,2022,3,taxi,13,0,2,0,0,0,10,0
689,Bronx,2022,3,truck,9,0,2,0,0,0,6,0
690,Bronx,2022,4,bike,6,0,0,0,6,0,0,0
691,Bronx,2022,4,other,63,0,7,0,5,0,41,0
692,Bronx,2022,4,sedan,195,0,24,0,10,0,148,0
693,Bronx,2022,4,suv,121,0,24,0,6,0,88,0
694,Bronx,2022,4,taxi,10,0,3,0,1,0,6,0
695,Bronx,2022,4,truck,8,0,2,0,1,0,5,0
696,Bronx,2022,5,bike,5,0,1,0,4,0,0,0
697,Bronx,2022,5,other,51,0,10,0,2,0,34,0
698,Bronx,2022,5,sedan,177,0,28,0,16,0,129,0
699,Bronx,2022,5,suv,180,1,22,0,5,0,143,1
700,Bronx,2022,5,taxi,17,0,0,0,1,0,16,0
701,Bronx,2022,5,truck,13,0,0,0,1,0,10,0
702,Bronx,2022,6,bike,17,0,0,0,17,0,0,0
703,Bronx,2022,6,other,76,0,12,0,8,0,45,0
704,Bronx,2022,6,sedan,208,0,26,0,15,0,157,0
705,Bronx,2022,6,suv,177,0,15,0,9,0,144,0
706,Bronx,2022,6,taxi,11,0,2,0,0,0,8,0
707,Bronx,2022,6,truck,20,0,0,0,0,0,20,0
708,Bronx,2022,7,bike,15,0,0,0,15,0,0,0
709,Bronx,2022,7,other,63,2,8,0,10,0,36,2
710,Bronx,2022,7,sedan,218,0,31,0,19,0,158,0
711,Bronx,2022,7,suv,153,0,18,0,12,0,112,0
712,Bronx,2022,7,taxi,20,0,3,0,0,0,15,0
713,Bronx,2022,7,truck,30,0,4,0,1,0,25,0
714,Bronx,2022,8,bike,17,0,1,0,15,0,1,0
715,Bronx,2022,8,other,65,1,6,0,9,0,38,1
716,Bronx,2022,8,sedan,193,0,24,0,15,0,137,0
717,Bronx,2022,8,suv,172,1,35,0,10,0,115,1
718,Bronx,2022,8,taxi,13,0,2,0,3,0,8,0
719,Bronx,2022,8,truck,12,0,3,0,1,0,7,0
720,Bronx,2022,9,bike,11,0,1,0,10,0,0,0
721,Bronx,2022,9,other,75,0,16,0,5,0,42,0
722,Bronx,2022,9,sedan,220,0,40,0,15,0,155,0
723,Bronx,2022,9,suv,146,1,22,1,12,0,101,0
724,Bronx,2022,9,taxi,12,0,6,0,1,0,4,0
725,Bronx,2022,9,truck,10,0,2,0,1,0,6,0
726,Bronx,2022,10,bike,12,0,0,0,11,0,0,0
727,Bronx,2022,10,other,49,0,11,0,4,0,28,0
728,Bronx,2022,10,sedan,231,0,35,0,15,0,179,0
729,Bronx,2022,10,suv,175,1,36,1,5,0,130,0
730,Bronx,2022,10,taxi,16,0,2,0,0,0,14,0
731,Bronx,2022,10,truck,18,0,5,0,0,0,13,0
732,Bronx,2022,11,bike,7,0,1,0,6,0,0,0
733,Bronx,2022,11,other,49,0,8,0,5,0,23,0
734,Bronx,2022,11,sedan,183,0,37,0,9,0,133,0
735,Bronx,2022,11,suv,146,1,40,0,8,0,95,0
736,Bronx,2022,11,taxi,21,0,3,0,0,0,17,0
737,Bronx,2022,11,truck,6,0,0,0,1,0,5,0
738,Bronx,2022,12,bike,6,0,1,0,5,0,0,0
739,Bronx,2022,12,other,44,0,9,0,3,0,29,0
740,Bronx,2022,12,sedan,193,0,42,0,5,0,140,0
741,Bronx,2022,12,suv,170,0,41,0,5,0,121,0
742,Bronx,2022,12,taxi,18,0,3,0,0,0,14,0
743,Bronx,2022,12,truck,27,0,9,0,0,0,18,0
744,Bronx,2023,1,moped,4,0,0,0,0,0,4,0
745,Bronx,2023,1,other,38,0,8,0,8,0,21,0
746,Bronx,2023,1,sedan,193,0,43,0,7,0,142,0
747,Bronx,2023,1,suv,116,0,27,0,4,0,76,0
748,Bronx,2023,1,taxi,10,0,5,0,1,0,2,0
749,Bronx,2023,1,truck,10,0,2,0,1,0,7,0
750,Bronx,2023,2,moped,2,0,0,0,0,0,2,0
751,Bronx,2023,2,other,29,0,0,0,6,0,18,0
752,Bronx,2023,2,sedan,151,0,28,0,6,0,112,0
753,Bronx,2023,2,suv,111,0,25,0,5,0,79,0
754,Bronx,2023,2,taxi,20,1,2,0,0,0,18,1
755,Bronx,2023,2,truck,13,0,1,0,0,0,12,0
756,Bronx,2023,3,moped,6,0,0,0,0,0,6,0
757,Bronx,2023,3,other,46,0,6,0,9,0,30,0
758,Bronx,2023,3,sedan,186,0,33,0,9,0,141,0
759,Bronx,2023,3,suv,166,0,28,0,10,0,125,0
760,Bronx,2023,3,taxi,5,0,2,0,0,0,3,0
761,Bronx,2023,3,truck,11,0,4,0,1,0,4,0
762,Bronx,2023,4,moped,12,0,1,0,0,0,11,0
763,Bronx,2023,4,other,54,0,6,0,14,0,26,0
764,Bronx,2023,4,sedan,221,0,23,0,8,0,187,0
765,Bronx,2023,4,suv,160,0,30,0,10,0,113,0
766,Bronx,2023,4,taxi,20,0,1,0,1,0,15,0
767,Bronx,2023,4,truck,7,0,4,0,0,0,2,0
768,Bronx,2023,5,moped,12,0,1,0,0,0,10,0
769,Bronx,2023,5,other,86,0,11,0,19,0,41,0
770,Bronx,2023,5,sedan,193,0,25,0,8,0,152,0
771,Bronx,2023,5,suv,197,0,47,0,12,0,133,0
772,Bronx,2023,5,taxi,9,0,0,0,0,0,9,0
773,Bronx,2023,5,truck,6,0,2,0,0,0,4,0
774,Bronx,2023,6,moped,8,0,4,0,0,0,4,0
775,Bronx,2023,6,other,70,0,7,0,11,0,38,0
776,Bronx,2023,6,sedan,183,1,24,1,7,0,147,0
777,Bronx,2023,6,suv,138,0,15,0,10,0,105,0
778,Bronx,2023,6,taxi,24,0,1,0,1,0,21,0
779,Bronx,2023,6,truck,12,0,4,0,0,0,8,0
780,Bronx,2023,7,moped,14,0,0,0,0,0,14,0
781,Bronx,2023,7,other,100,0,8,0,16,0,65,0
782,Bronx,2023,7,sedan,240,0,29,0,20,0,179,0
783,Bronx,2023,7,suv,164,0,19,0,18,0,117,0
784,Bronx,2023,7,taxi,30,0,5,0,0,0,24,0
785,Bronx,2023,7,truck,11,0,2,0,1,0,7,0
786,Bronx,2023,8,moped,20,1,4,0,0,0,16,1
787,Bronx,2023,8,other,65,0,12,0,11,0,35,0
788,Bronx,2023,8,sedan,200,0,22,0,16,0,156,0
789,Bronx,2023,8,suv,181,0,34,0,11,0,130,0
790,Bronx,2023,8,taxi,9,0,1,0,0,0,6,0
791,Bronx,2023,8,truck,6,0,1,0,0,0,5,0
792,Bronx,2023,9,moped,16,0,0,0,0,0,15,0
793,Bronx,2023,9,other,66,0,11,0,22,0,19,0
794,Bronx,2023,9,sedan,206,0,28,0,9,0,163,0
795,Bronx,2023,9,suv,169,0,30,0,13,0,120,0
796,Bronx,2023,9,taxi,12,0,0,0,1,0,11,0
797,Bronx,2023,9,truck,21,0,3,0,2,0,15,0
798,Bronx,2023,10,moped,20,0,3,0,0,0,17,0
799,Bronx,2023,10,other,68,0,10,0,18,0,33,0
800,Bronx,2023,10,sedan,183,0,26,0,9,0,140,0
801,Bronx,2023,10,suv,182,0,37,0,11,0,126,0
802,Bronx,2023,10,taxi,18,0,4,0,1,0,13,0
803,Bronx,2023,10,truck,9,0,3,0,0,0,6,0
804,Bronx,2023,11,moped,11,1,2,0,0,0,9,1
805,Bronx,2023,11,other,60,0,6,0,3,0,40,0
806,Bronx,2023,11,sedan,185,0,34,0,6,0,142,0
807,Bronx,2023,11,suv,180,1,39,0,6,0,131,1
808,Bronx,2023,11,taxi,26,0,3,0,1,0,22,0
809,Bronx,2023,11,truck,14,0,2,0,1,0,11,0
810,Bronx,2023,12,moped,12,0,2,0,0,0,10,0
811,Bronx,2023,12,other,60,0,12,0,6,0,33,0
812,Bronx,2023,12,sedan,159,1,33,0,5,0,115,1
813,Bronx,2023,12,suv,144,0,28,0,9,0,106,0
814,Bronx,2023,12,taxi,19,0,1,0,1,0,16,0
815,Bronx,2023,12,truck,15,0,3,0,0,0,12,0
816,Bronx,2024,1,moped,9,0,1,0,0,0,8,0
817,Bronx,2024,1,other,58,0,9,0,8,0,37,0
818,Bronx,2024,1,sedan,182,2,36,0,7,0,133,2
819,Bronx,2024,1,suv,127,0,37,0,4,0,85,0
820,Bronx,2024,1,taxi,23,0,1,0,0,0,22,0
821,Bronx,2024,1,truck,24,0,7,0,2,0,14,0
822,Bronx,2024,2,moped,7,0,1,0,0,0,6,0
823,Bronx,2024,2,other,45,0,6,0,1,0,36,0
824,Bronx,2024,2,sedan,152,0,23,0,4,0,120,0
825,Bronx,2024,2,suv,138,0,27,0,5,0,104,0
826,Bronx,2024,2,taxi,14,0,2,0,0,0,11,0
827,Bronx,2024,2,truck,18,0,3,0,0,0,13,0
828,Bronx,2024,3,moped,17,0,3,0,0,0,14,0
829,Bronx,2024,3,other,55,0,9,0,17,0,27,0
830,Bronx,2024,3,sedan,219,0,32,0,6,0,170,0
831,Bronx,2024,3,suv,160,0,38,0,9,0,109,0
832,Bronx,2024,3,taxi,15,0,5,0,2,0,8,0
833,Bronx,2024,3,truck,17,0,3,0,5,0,9,0
834,Bronx,2024,4,moped,19,0,5,0,0,0,14,0
835,Bronx,2024,4,other,56,0,7,0,18,0,25,0
836,Bronx,2024,4,sedan,172,0,25,0,13,0,130,0
837,Bronx,2024,4,suv,145,2,21,0,5,0,115,2
838,Bronx,2024,4,taxi,12,0,2,0,3,0,7,0
839,Bronx,2024,4,truck,21,0,1,0,3,0,17,0
840,Bronx,2024,5,moped,15,0,4,0,0,0,11,0
841,Bronx,2024,5,other,90,1,6,0,20,0,56,1
842,Bronx,2024,5,sedan,210,0,24,0,14,0,163,0
843,Bronx,2024,5,suv,134,0,27,0,5,0,99,0
844,Bronx,2024,5,taxi,13,0,0,0,2,0,10,0
845,Bronx,2024,5,truck,32,0,3,0,1,0,28,0
846,Bronx,2024,6,moped,16,0,5,0,0,0,11,0
847,Bronx,2024,6,other,61,0,5,0,19,0,33,0
848,Bronx,2024,6,sedan,181,0,33,0,11,0,134,0
849,Bronx,2024,6,suv,192,0,29,0,15,0,143,0
850,Bronx,2024,6,taxi,20,0,2,0,3,0,15,0
851,Bronx,2024,6,truck,14,0,5,0,1,0,8,0
852,Bronx,2024,7,moped,13,0,3,0,0,0,10,0
853,Bronx,2024,7,other,64,0,12,0,16,0,27,0
854,Bronx,2024,7,sedan,228,1,38,0,13,0,174,1
855,Bronx,2024,7,suv,144,0,19,0,12,0,106,0
856,Bronx,2024,7,taxi,15,0,2,0,1,0,11,0
857,Bronx,2024,7,truck,14,0,3,0,0,0,11,0
858,Bronx,2024,8,moped,24,0,10,0,0,0,14,0
859,Bronx,2024,8,other,70,1,9,0,13,0,41,1
860,Bronx,2024,8,sedan,204,0,28,0,12,0,157,0
861,Bronx,2024,8,suv,181,0,26,0,11,0,139,0
862,Bronx,2024,8,taxi,31,0,3,0,0,0,27,0
863,Bronx,2024,8,truck,16,0,3,0,1,0,12,0
864,Bronx,2024,9,moped,18,0,4,0,1,0,13,0
865,Bronx,2024,9,other,64,0,4,0,14,0,34,0
866,Bronx,2024,9,sedan,177,0,36,0,12,0,122,0
867,Bronx,2024,9,suv,194,0,33,0,6,0,146,0
868,Bronx,2024,9,taxi,27,0,5,0,2,0,20,0
869,Bronx,2024,9,truck,20,0,3,0,2,0,15,0
870,Bronx,2024,10,moped,12,0,4,0,1,0,7,0
871,Bronx,2024,10,other,56,0,8,0,15,0,27,0
872,Bronx,2024,10,sedan,173,2,38,0,15,0,119,2
873,Bronx,2024,10,suv,143,0,27,0,7,0,106,0
874,Bronx,2024,10,taxi,10,0,1,0,0,0,7,0
875,Bronx,2024,10,truck,14,0,3,0,2,0,8,0
876,Bronx,2024,11,moped,4,0,0,0,0,0,4,0
877,Bronx,2024,11,other,16,0,2,0,7,0,6,0
878,Bronx,2024,11,sedan,65,0,11,0,4,0,49,0
879,Bronx,2024,11,suv,41,0,11,0,1,0,24,0
880,Bronx,2024,11,taxi,6,0,0,0,0,0,6,0
