,borough,year,month,vehicle,total_injured,total_killed,pedestrians_injured,pedestrians_killed,cyclist_injured,cyclist_killed,motorist_injured,motorist_killed
2231,Manhattan,2019,2,other,21,0,4,0,1,0,16,0
2232,Manhattan,2019,2,sedan,131,0,52,0,18,0,61,0
2233,Manhattan,2019,2,suv,98,0,33,0,12,0,53,0
2234,Manhattan,2019,2,taxi,46,0,14,0,10,0,22,0
2235,Manhattan,2019,2,truck,10,0,1,0,1,0,8,0
2236,Manhattan,2019,3,bike,24,0,5,0,19,0,0,0
2237,Manhattan,2019,3,other,28,0,9,0,1,0,18,0
2238,Manhattan,2019,3,sedan,136,0,31,0,20,0,85,0
2239,Manhattan,2019,3,suv,115,0,39,0,14,0,62,0
2240,Manhattan,2019,3,taxi,68,0,25,0,13,0,30,0
2241,Manhattan,2019,3,truck,15,0,6,0,2,0,7,0
2242,Manhattan,2019,4,bike,32,0,8,0,24,0,0,0
2243,Manhattan,2019,4,other,26,0,11,0,3,0,12,0
2244,Manhattan,2019,4,sedan,145,1,34,0,32,0,79,1
2245,Manhattan,2019,4,suv,118,0,41,0,20,0,57,0
2246,Manhattan,2019,4,taxi,71,0,22,0,19,0,30,0
2247,Manhattan,2019,4,truck,21,0,8,0,2,0,11,0
2248,Manhattan,2019,5,bike,34,0,9,0,24,0,1,0
2249,Manhattan,2019,5,other,32,0,12,0,3,0,17,0
2250,Manhattan,2019,5,sedan,145,0,41,0,22,0,82,0
2251,Manhattan,2019,5,suv,142,0,40,0,16,0,86,0
2252,Manhattan,2019,5,taxi,85,0,20,0,22,0,43,0
2253,Manhattan,2019,5,truck,23,0,4,0,5,0,14,0
2254,Manhattan,2019,6,bike,24,0,5,0,18,0,1,0
2255,Manhattan,2019,6,other,40,0,3,0,4,0,33,0
2256,Manhattan,2019,6,sedan,175,0,24,0,30,0,121,0
2257,Manhattan,2019,6,suv,101,0,27,0,18,0,56,0
2258,Manhattan,2019,6,taxi,73,0,17,0,19,0,37,0
2259,Manhattan,2019,6,truck,20,0,4,0,6,0,10,0
2260,Manhattan,2019,7,bike,35,0,9,0,26,0,0,0
2261,Manhattan,2019,7,other,25,0,7,0,3,0,15,0
2262,Manhattan,2019,7,sedan,172,1,40,1,38,0,94,0
2263,Manhattan,2019,7,suv,139,1,34,1,22,0,83,0
2264,Manhattan,2019,7,taxi,71,0,12,0,27,0,32,0
2265,Manhattan,2019,7,truck,17,0,3,0,3,0,11,0
2266,Manhattan,2019,8,bike,37,0,9,0,28,0,0,0
2267,Manhattan,2019,8,other,33,0,6,0,7,0,20,0
2268,Manhattan,2019,8,sedan,158,0,35,0,30,0,93,0
2269,Manhattan,2019,8,suv,123,0,33,0,27,0,63,0
2270,Manhattan,2019,8,taxi,62,0,21,0,16,0,25,0
2271,Manhattan,2019,8,truck,14,1,6,1,3,0,5,0
2272,Manhattan,2019,9,bike,45,0,21,0,24,0,0,0
2273,Manhattan,2019,9,other,35,0,10,0,6,0,19,0
2274,Manhattan,2019,9,sedan,140,0,30,0,23,0,87,0
2275,Manhattan,2019,9,suv,137,0,35,0,23,0,79,0
2276,Manhattan,2019,9,taxi,73,0,13,0,17,0,43,0
2277,Manhattan,2019,9,truck,26,0,10,0,7,0,9,0
2278,Manhattan,2019,10,bike,44,0,14,0,30,0,0,0
2279,Manhattan,2019,10,other,55,0,17,0,9,0,29,0
2280,Manhattan,2019,10,sedan,140,0,38,0,20,0,82,0
2281,Manhattan,2019,10,suv,127,0,41,0,24,0,62,0
2282,Manhattan,2019,10,taxi,58,0,20,0,17,0,21,0
2283,Manhattan,2019,10,truck,20,0,4,0,0,0,16,0
2284,Manhattan,2019,11,bike,21,0,4,0,15,0,2,0
2285,Manhattan,2019,11,other,24,0,10,0,6,0,8,0
2286,Manhattan,2019,11,sedan,129,0,34,0,20,0,75,0
2287,Manhattan,2019,11,suv,104,0,40,0,17,0,47,0
2288,Manhattan,2019,11,taxi,61,0,15,0,13,0,33,0
2289,Manhattan,2019,11,truck,16,0,2,0,2,0,12,0
2290,Manhattan,2019,12,bike,11,0,4,0,7,0,0,0
2291,Manhattan,2019,12,other,34,0,15,0,4,0,15,0
2292,Manhattan,2019,12,sedan,131,0,47,0,12,0,72,0
2293,Manhattan,2019,12,suv,156,0,34,0,21,0,101,0
2294,Manhattan,2019,12,taxi,63,0,33,0,6,0,24,0
2295,Manhattan,2019,12,truck,15,1,8,1,1,0,6,0
2296,Manhattan,2020,1,bike,20,0,9,0,11,0,0,0
2297,Manhattan,2020,1,other,24,0,11,0,2,0,11,0
2298,Manhattan,2020,1,sedan,99,0,32,0,12,0,55,0
2299,Manhattan,2020,1,suv,86,1,28,1,10,0,48,0
2300,Manhattan,2020,1,taxi,47,0,11,0,16,0,20,0
2301,Manhattan,2020,1,truck,10,0,6,0,2,0,2,0
2302,Manhattan,2020,2,bike,12,0,7,0,5,0,0,0
2303,Manhattan,2020,2,other,29,1,8,1,6,0,15,0
2304,Manhattan,2020,2,sedan,118,1,38,0,14,0,66,1
2305,Manhattan,2020,2,suv,95,0,33,0,13,0,49,0
2306,Manhattan,2020,2,taxi,62,0,15,0,11,0,36,0
2307,Manhattan,2020,2,truck,15,0,7,0,3,0,5,0
2308,Manhattan,2020,3,bike,20,0,8,0,12,0,0,0
2309,Manhattan,2020,3,other,24,0,5,0,4,0,15,0
2310,Manhattan,2020,3,sedan,88,0,21,0,19,0,48,0
2311,Manhattan,2020,3,suv,63,0,21,0,13,0,29,0
2312,Manhattan,2020,3,taxi,25,0,6,0,9,0,10,0
2313,Manhattan,2020,3,truck,7,0,3,0,0,0,4,0
2314,Manhattan,2020,4,bike,6,0,1,0,5,0,0,0
2315,Manhattan,2020,4,other,9,0,3,0,4,0,2,0
2316,Manhattan,2020,4,sedan,36,0,4,0,3,0,29,0
2317,Manhattan,2020,4,suv,23,0,3,0,10,0,10,0
2318,Manhattan,2020,4,taxi,11,0,3,0,3,0,5,0
2319,Manhattan,2020,4,truck,2,0,1,0,0,0,1,0
2320,Manhattan,2020,5,bike,22,0,5,0,14,0,3,0
2321,Manhattan,2020,5,other,32,1,8,0,6,0,18,1
2322,Manhattan,2020,5,sedan,62,0,7,0,18,0,37,0
2323,Manhattan,2020,5,suv,67,0,8,0,16,0,43,0
2324,Manhattan,2020,5,taxi,14,0,1,0,2,0,11,0
2325,Manhattan,2020,5,truck,8,0,2,0,1,0,5,0
2326,Manhattan,2020,6,bike,20,0,4,0,16,0,0,0
2327,Manhattan,2020,6,other,48,0,5,0,23,0,20,0
2328,Manhattan,2020,6,sedan,132,1,14,0,34,0,84,1
2329,Manhattan,2020,6,suv,67,0,11,0,23,0,33,0
2330,Manhattan,2020,6,taxi,15,0,4,0,7,0,4,0
2331,Manhattan,2020,6,truck,11,0,1,0,4,0,6,0
2332,Manhattan,2020,7,bike,23,0,3,0,20,0,0,0
2333,Manhattan,2020,7,other,40,0,7,0,18,0,15,0
2334,Manhattan,2020,7,sedan,135,0,24,0,45,0,66,0
2335,Manhattan,2020,7,suv,99,0,16,0,21,0,62,0
2336,Manhattan,2020,7,taxi,35,0,1,0,9,0,25,0
2337,Manhattan,2020,7,truck,12,0,1,0,3,0,8,0
2338,Manhattan,2020,8,bike,20,0,2,0,18,0,0,0
2339,Manhattan,2020,8,other,31,0,8,0,12,0,11,0
2340,Manhattan,2020,8,sedan,133,0,18,0,30,0,85,0
2341,Manhattan,2020,8,suv,76,0,15,0,20,0,41,0
2342,Manhattan,2020,8,taxi,36,0,5,0,15,0,16,0
2343,Manhattan,2020,8,truck,21,0,5,0,6,0,10,0
2344,Manhattan,2020,9,bike,37,0,10,0,26,0,1,0
2345,Manhattan,2020,9,other,37,0,7,0,11,0,19,0
2346,Manhattan,2020,9,sedan,149,1,29,0,37,0,83,1
2347,Manhattan,2020,9,suv,94,0,21,0,23,0,50,0
2348,Manhattan,2020,9,taxi,36,0,7,0,11,0,18,0
2349,Manhattan,2020,9,truck,10,0,3,0,3,0,4,0
2350,Manhattan,2020,10,bike,25,0,7,0,18,0,0,0
2351,Manhattan,2020,10,other,37,0,11,0,13,0,13,0
2352,Manhattan,2020,10,sedan,157,0,32,0,37,0,88,0
2353,Manhattan,2020,10,suv,77,0,20,0,27,0,30,0
2354,Manhattan,2020,10,taxi,48,0,5,0,9,0,34,0
2355,Manhattan,2020,10,truck,6,0,1,0,4,0,1,0
2356,Manhattan,2020,11,bike,21,0,0,0,21,0,0,0
2357,Manhattan,2020,11,other,24,1,6,0,8,0,10,1
2358,Manhattan,2020,11,sedan,129,0,31,0,28,0,70,0
2359,Manhattan,2020,11,suv,82,0,23,0,26,0,33,0
2360,Manhattan,2020,11,taxi,26,0,3,0,5,0,18,0
2361,Manhattan,2020,11,truck,12,0,5,0,1,0,6,0
2362,Manhattan,2020,12,bike,5,0,1,0,4,0,0,0
2363,Manhattan,2020,12,other,24,0,11,0,6,0,7,0
2364,Manhattan,2020,12,sedan,113,0,32,0,24,0,57,0
2365,Manhattan,2020,12,suv,73,0,23,0,11,0,39,0
2366,Manhattan,2020,12,taxi,16,0,6,0,1,0,9,0
2367,Manhattan,2020,12,truck,11,0,4,0,1,0,6,0
2368,Manhattan,2021,1,bike,11,0,4,0,7,0,0,0
2369,Manhattan,2021,1,e-bike,3,0,0,0,2,0,1,0
2370,Manhattan,2021,1,other,25,0,4,0,0,0,21,0
2371,Manhattan,2021,1,sedan,65,0,14,0,20,0,31,0
2372,Manhattan,2021,1,suv,75,0,17,0,20,0,38,0
2373,Manhattan,2021,1,taxi,21,0,3,0,4,0,14,0
2374,Manhattan,2021,2,bike,8,0,3,0,5,0,0,0
2375,Manhattan,2021,2,e-bike,5,0,3,0,2,0,0,0
2376,Manhattan,2021,2,other,18,0,4,0,3,0,11,0
2377,Manhattan,2021,2,sedan,92,0,21,0,14,0,57,0
2378,Manhattan,2021,2,suv,69,0,23,0,11,0,35,0
2379,Manhattan,2021,2,taxi,17,0,6,0,6,0,5,0
2380,Manhattan,2021,3,bike,12,0,3,0,9,0,0,0
2381,Manhattan,2021,3,e-bike,6,0,0,0,4,0,1,0
2382,Manhattan,2021,3,other,32,0,5,0,4,0,21,0
2383,Manhattan,2021,3,sedan,91,0,20,0,16,0,53,0
2384,Manhattan,2021,3,suv,84,0,26,0,11,0,47,0
2385,Manhattan,2021,3,taxi,18,0,5,0,2,0,11,0
2386,Manhattan,2021,4,bike,17,0,3,0,14,0,0,0
2387,Manhattan,2021,4,e-bike,9,0,1,0,4,0,0,0
2388,Manhattan,2021,4,other,37,0,5,0,3,0,25,0
2389,Manhattan,2021,4,sedan,129,0,28,0,22,0,73,0
2390,Manhattan,2021,4,suv,123,0,21,0,22,0,74,0
2391,Manhattan,2021,4,taxi,32,0,8,0,7,0,16,0
2392,Manhattan,2021,5,bike,31,0,9,0,22,0,0,0
2393,Manhattan,2021,5,e-bike,16,0,4,0,8,0,0,0
2394,Manhattan,2021,5,other,41,0,7,0,7,0,18,0
2395,Manhattan,2021,5,sedan,170,0,31,0,30,0,102,0
2396,Manhattan,2021,5,suv,109,0,31,0,24,0,48,0
2397,Manhattan,2021,5,taxi,34,0,3,0,11,0,19,0
2398,Manhattan,2021,6,bike,30,0,12,0,18,0,0,0
2399,Manhattan,2021,6,e-bike,14,0,3,0,7,0,2,0
2400,Manhattan,2021,6,other,56,0,15,0,7,0,26,0
2401,Manhattan,2021,6,sedan,156,0,20,0,37,0,90,0
2402,Manhattan,2021,6,suv,116,0,30,0,20,0,55,0
2403,Manhattan,2021,6,taxi,34,0,8,0,10,0,13,0
2404,Manhattan,2021,7,bike,20,0,3,0,15,0,2,0
2405,Manhattan,2021,7,e-bike,19,0,2,0,12,0,0,0
2406,Manhattan,2021,7,other,43,0,9,0,4,0,26,0
2407,Manhattan,2021,7,sedan,167,0,41,0,26,0,88,0
2408,Manhattan,2021,7,suv,109,0,15,0,25,0,59,0
2409,Manhattan,2021,7,taxi,38,0,4,0,5,0,28,0
2410,Manhattan,2021,8,bike,33,0,7,0,25,0,1,0
2411,Manhattan,2021,8,e-bike,21,0,5,0,11,0,0,0
2412,Manhattan,2021,8,other,60,0,16,0,6,0,33,0
2413,Manhattan,2021,8,sedan,174,2,30,2,34,0,97,0
2414,Manhattan,2021,8,suv,116,0,26,0,21,0,62,0
2415,Manhattan,2021,8,taxi,27,0,4,0,2,0,18,0
2416,Manhattan,2021,9,bike,33,0,4,0,29,0,0,0
2417,Manhattan,2021,9,e-bike,16,0,4,0,6,0,0,0
2418,Manhattan,2021,9,other,55,0,12,0,10,0,24,0
2419,Manhattan,2021,9,sedan,155,0,33,0,29,0,77,0
2420,Manhattan,2021,9,suv,127,0,35,0,17,0,64,0
2421,Manhattan,2021,9,taxi,39,0,9,0,8,0,21,0
2422,Manhattan,2021,10,bike,47,0,7,0,38,0,0,0
2423,Manhattan,2021,10,e-bike,8,0,3,0,2,0,0,0
2424,Manhattan,2021,10,other,66,0,16,0,5,0,37,0
2425,Manhattan,2021,10,sedan,181,0,44,0,31,0,94,0
2426,Manhattan,2021,10,suv,116,0,30,0,26,0,54,0
2427,Manhattan,2021,10,taxi,37,0,7,0,9,0,20,0
2428,Manhattan,2021,11,bike,28,0,6,0,21,0,0,0
2429,Manhattan,2021,11,e-bike,6,0,1,0,2,0,1,0
2430,Manhattan,2021,11,other,55,0,9,0,7,0,33,0
2431,Manhattan,2021,11,sedan,181,0,33,0,28,0,114,0
2432,Manhattan,2021,11,suv,112,0,26,0,15,0,68,0
2433,Manhattan,2021,11,taxi,51,0,11,0,12,0,23,0
2434,Manhattan,2021,12,bike,36,0,12,0,24,0,0,0
2435,Manhattan,2021,12,e-bike,9,0,2,0,6,0,0,0
2436,Manhattan,2021,12,other,57,0,11,0,6,0,33,0
2437,Manhattan,2021,12,sedan,132,0,35,0,24,0,65,0
2438,Manhattan,2021,12,suv,91,0,22,0,21,0,42,0
2439,Manhattan,2021,12,taxi,34,0,11,0,6,0,15,0
2440,Manhattan,2022,1,bike,8,0,0,0,8,0,0,0
2441,Manhattan,2022,1,other,17,0,6,0,4,0,3,0
2442,Manhattan,2022,1,sedan,101,0,33,0,14,0,52,0
2443,Manhattan,2022,1,suv,83,0,28,0,12,0,39,0
2444,Manhattan,2022,1,taxi,34,0,3,0,3,0,27,0
2445,Manhattan,2022,1,truck,13,0,2,0,1,0,10,0
2446,Manhattan,2022,2,bike,17,0,3,0,14,0,0,0
2447,Manhattan,2022,2,other,23,0,12,0,1,0,7,0
2448,Manhattan,2022,2,sedan,114,0,34,0,15,0,61,0
2449,Manhattan,2022,2,suv,105,0,27,0,14,0,60,0
2450,Manhattan,2022,2,taxi,22,0,6,0,4,0,10,0
2451,Manhattan,2022,2,truck,7,0,2,0,1,0,4,0
2452,Manhattan,2022,3,bike,27,0,4,0,23,0,0,0
2453,Manhattan,2022,3,other,38,0,10,0,4,0,17,0
2454,Manhattan,2022,3,sedan,153,1,39,1,20,0,88,0
2455,Manhattan,2022,3,suv,102,0,24,0,19,0,57,0
2456,Manhattan,2022,3,taxi,39,0,10,0,6,0,20,0
2457,Manhattan,2022,3,truck,8,0,3,0,2,0,3,0
2458,Manhattan,2022,4,bike,27,0,3,0,23,0,0,0
2459,Manhattan,2022,4,other,48,0,15,0,8,0,13,0
2460,Manhattan,2022,4,sedan,156,0,31,0,32,0,83,0
2461,Manhattan,2022,4,suv,119,0,18,0,20,0,75,0
2462,Manhattan,2022,4,taxi,37,0,11,0,7,0,16,0
2463,Manhattan,2022,4,truck,13,0,3,0,4,0,4,0
2464,Manhattan,2022,5,bike,47,0,11,0,35,0,0,0
2465,Manhattan,2022,5,other,47,0,9,0,10,0,19,0
2466,Manhattan,2022,5,sedan,185,1,25,1,38,0,107,0
2467,Manhattan,2022,5,suv,125,0,24,0,29,0,63,0
2468,Manhattan,2022,5,taxi,33,0,4,0,9,0,20,0
2469,Manhattan,2022,5,truck,14,0,6,0,2,0,6,0
2470,Manhattan,2022,6,bike,45,0,5,0,39,0,1,0
2471,Manhattan,2022,6,other,52,0,12,0,7,0,18,0
2472,Manhattan,2022,6,sedan,158,0,21,0,28,0,102,0
2473,Manhattan,2022,6,suv,147,1,29,1,35,0,77,0
2474,Manhattan,2022,6,taxi,48,0,5,0,16,0,26,0
2475,Manhattan,2022,6,truck,17,0,4,0,6,0,7,0
2476,Manhattan,2022,7,bike,43,0,11,0,31,0,0,0
2477,Manhattan,2022,7,other,71,1,15,0,12,0,25,1
2478,Manhattan,2022,7,sedan,180,0,24,0,38,0,106,0
2479,Manhattan,2022,7,suv,107,0,26,0,27,0,52,0
2480,Manhattan,2022,7,taxi,54,0,10,0,12,0,28,0
2481,Manhattan,2022,7,truck,6,0,5,0,1,0,0,0
2482,Manhattan,2022,8,bike,45,0,12,0,33,0,0,0
2483,Manhattan,2022,8,other,64,0,15,0,9,0,23,0
2484,Manhattan,2022,8,sedan,157,2,31,2,29,0,92,0
2485,Manhattan,2022,8,suv,116,0,24,0,26,0,60,0
2486,Manhattan,2022,8,taxi,32,0,8,0,9,0,13,0
2487,Manhattan,2022,8,truck,17,0,7,0,3,0,5,0
2488,Manhattan,2022,9,bike,34,0,9,0,25,0,0,0
2489,Manhattan,2022,9,other,67,0,18,0,11,0,22,0
2490,Manhattan,2022,9,sedan,160,0,44,0,35,0,73,0
2491,Manhattan,2022,9,suv,105,0,30,0,26,0,46,0
2492,Manhattan,2022,9,taxi,46,0,6,0,14,0,24,0
2493,Manhattan,2022,9,truck,15,0,0,0,3,0,11,0
2494,Manhattan,2022,10,bike,36,0,8,0,25,0,1,0
2495,Manhattan,2022,10,other,63,0,24,0,8,0,24,0
2496,Manhattan,2022,10,sedan,206,0,46,0,34,0,115,0
2497,Manhattan,2022,10,suv,78,0,33,0,11,0,32,0
2498,Manhattan,2022,10,taxi,47,0,8,0,13,0,25,0
2499,Manhattan,2022,10,truck,12,0,6,0,1,0,5,0
2500,Manhattan,2022,11,bike,26,0,6,0,20,0,0,0
2501,Manhattan,2022,11,other,36,0,15,0,7,0,10,0
2502,Manhattan,2022,11,sedan,131,0,34,0,35,0,59,0
2503,Manhattan,2022,11,suv,88,0,30,0,12,0,44,0
2504,Manhattan,2022,11,taxi,41,0,9,0,13,0,17,0
2505,Manhattan,2022,11,truck,8,0,1,0,2,0,5,0
2506,Manhattan,2022,12,bike,16,0,5,0,11,0,0,0
2507,Manhattan,2022,12,other,43,0,15,0,6,0,20,0
2508,Manhattan,2022,12,sedan,146,0,50,0,12,0,81,0
2509,Manhattan,2022,12,suv,104,0,30,0,24,0,48,0
2510,Manhattan,2022,12,taxi,33,0,7,0,6,0,16,0
2511,Manhattan,2022,12,truck,16,0,6,0,6,0,4,0
2512,Manhattan,2023,1,bike,15,0,5,0,10,0,0,0
2513,Manhattan,2023,1,other,28,0,9,0,4,0,12,0
2514,Manhattan,2023,1,sedan,138,0,37,0,18,0,76,0
2515,Manhattan,2023,1,suv,87,0,26,0,10,0,50,0
2516,Manhattan,2023,1,taxi,41,0,13,0,4,0,17,0
2517,Manhattan,2023,1,truck,11,0,4,0,1,0,5,0
2518,Manhattan,2023,2,bike,22,0,7,0,15,0,0,0
2519,Manhattan,2023,2,other,31,0,10,0,2,0,13,0
2520,Manhattan,2023,2,sedan,96,0,19,0,19,0,54,0
2521,Manhattan,2023,2,suv,79,0,26,0,16,0,33,0
2522,Manhattan,2023,2,taxi,34,0,4,0,4,0,24,0
2523,Manhattan,2023,2,truck,13,0,2,0,3,0,8,0
2524,Manhattan,2023,3,bike,31,0,8,0,22,0,0,0
2525,Manhattan,2023,3,other,51,0,12,0,3,0,25,0
2526,Manhattan,2023,3,sedan,143,0,35,0,33,0,69,0
2527,Manhattan,2023,3,suv,104,0,25,0,23,0,50,0
2528,Manhattan,2023,3,taxi,49,0,12,0,11,0,23,0
2529,Manhattan,2023,3,truck,11,0,5,0,2,0,4,0
2530,Manhattan,2023,4,bike,30,0,9,0,21,0,0,0
2531,Manhattan,2023,4,other,53,0,18,0,14,0,19,0
2532,Manhattan,2023,4,sedan,124,0,23,0,18,0,77,0
2533,Manhattan,2023,4,suv,94,0,16,0,26,0,47,0
2534,Manhattan,2023,4,taxi,54,0,10,0,12,0,32,0
2535,Manhattan,2023,4,truck,13,0,5,0,1,0,6,0
2536,Manhattan,2023,5,bike,39,0,5,0,33,0,1,0
2537,Manhattan,2023,5,other,54,0,12,0,9,0,25,0
2538,Manhattan,2023,5,sedan,189,0,30,0,39,0,116,0
2539,Manhattan,2023,5,suv,172,0,26,0,32,0,103,0
2540,Manhattan,2023,5,taxi,45,0,13,0,13,0,17,0
2541,Manhattan,2023,5,truck,21,0,2,0,5,0,12,0
2542,Manhattan,2023,6,bike,45,0,12,0,33,0,0,0
2543,Manhattan,2023,6,other,90,0,12,0,9,0,47,0
2544,Manhattan,2023,6,sedan,202,1,32,1,29,0,134,0
2545,Manhattan,2023,6,suv,134,0,29,0,29,0,73,0
2546,Manhattan,2023,6,taxi,57,0,13,0,14,0,28,0
2547,Manhattan,2023,6,truck,16,0,6,0,6,0,2,0
2548,Manhattan,2023,7,bike,37,0,11,0,26,0,0,0
2549,Manhattan,2023,7,other,91,0,19,0,9,0,55,0
2550,Manhattan,2023,7,sedan,184,2,18,0,34,0,126,2
2551,Manhattan,2023,7,suv,145,0,31,0,23,0,82,0
2552,Manhattan,2023,7,taxi,47,0,8,0,10,0,26,0
2553,Manhattan,2023,7,truck,10,0,2,0,4,0,4,0
2554,Manhattan,2023,8,bike,42,0,8,0,34,0,0,0
2555,Manhattan,2023,8,other,73,0,12,0,15,0,39,0
2556,Manhattan,2023,8,sedan,202,1,37,0,41,0,111,1
2557,Manhattan,2023,8,suv,120,0,29,0,24,0,60,0
2558,Manhattan,2023,8,taxi,57,0,16,0,11,0,30,0
2559,Manhattan,2023,8,truck,19,0,8,0,4,0,7,0
2560,Manhattan,2023,9,bike,53,0,18,0,35,0,0,0
2561,Manhattan,2023,9,other,75,0,18,0,16,0,26,0
2562,Manhattan,2023,9,sedan,147,0,23,0,26,0,88,0
2563,Manhattan,2023,9,suv,115,0,29,0,33,0,47,0
2564,Manhattan,2023,9,taxi,52,0,10,0,12,0,27,0
2565,Manhattan,2023,9,truck,29,0,13,0,4,0,12,0
2566,Manhattan,2023,10,bike,58,0,9,0,47,0,1,0
2567,Manhattan,2023,10,other,80,1,25,0,10,0,36,1
2568,Manhattan,2023,10,sedan,188,0,36,0,31,0,117,0
2569,Manhattan,2023,10,suv,146,0,39,0,26,0,77,0
2570,Manhattan,2023,10,taxi,59,1,15,1,9,0,32,0
2571,Manhattan,2023,10,truck,16,0,7,0,2,0,7,0
2572,Manhattan,2023,11,bike,39,0,18,0,21,0,0,0
2573,Manhattan,2023,11,other,57,0,13,0,9,0,24,0
2574,Manhattan,2023,11,sedan,129,0,34,0,34,0,59,0
2575,Manhattan,2023,11,suv,126,0,34,0,19,0,70,0
2576,Manhattan,2023,11,taxi,49,0,12,0,9,0,24,0
2577,Manhattan,2023,11,truck,21,0,6,0,5,0,10,0
2578,Manhattan,2023,12,bike,28,0,5,0,22,0,0,0
2579,Manhattan,2023,12,other,55,0,14,0,11,0,26,0
2580,Manhattan,2023,12,sedan,139,2,34,1,19,0,83,1
2581,Manhattan,2023,12,suv,114,0,33,0,26,0,53,0
2582,Manhattan,2023,12,taxi,66,0,11,0,17,0,33,0
2583,Manhattan,2023,12,truck,10,0,3,0,2,0,5,0
2584,Manhattan,2024,1,bike,22,0,8,0,14,0,0,0
2585,Manhattan,2024,1,other,50,0,22,0,3,0,23,0
2586,Manhattan,2024,1,sedan,122,0,34,0,16,0,69,0
2587,Manhattan,2024,1,suv,81,0,27,0,16,0,38,0
2588,Manhattan,2024,1,taxi,28,0,10,0,6,0,12,0
2589,Manhattan,2024,1,truck,16,0,6,0,1,0,9,0
2590,Manhattan,2024,2,bike,31,0,3,0,27,0,1,0
2591,Manhattan,2024,2,other,43,0,12,0,8,0,18,0
2592,Manhattan,2024,2,sedan,131,0,30,0,29,0,67,0
2593,Manhattan,2024,2,suv,102,0,26,0,19,0,55,0
2594,Manhattan,2024,2,taxi,42,0,13,0,9,0,20,0
2595,Manhattan,2024,2,truck,12,0,4,0,2,0,6,0
2596,Manhattan,2024,3,bike,27,0,8,0,19,0,0,0
2597,Manhattan,2024,3,other,46,0,14,0,10,0,15,0
2598,Manhattan,2024,3,sedan,157,0,29,0,35,0,93,0
2599,Manhattan,2024,3,suv,84,0,19,0,18,0,45,0
2600,Manhattan,2024,3,taxi,41,0,13,0,4,0,24,0
2601,Manhattan,2024,3,truck,14,0,6,0,1,0,7,0
2602,Manhattan,2024,4,bike,30,0,6,0,24,0,0,0
2603,Manhattan,2024,4,other,41,0,8,0,4,0,19,0
2604,Manhattan,2024,4,sedan,131,1,31,1,28,0,67,0
2605,Manhattan,2024,4,suv,123,0,26,0,26,0,64,0
2606,Manhattan,2024,4,taxi,41,0,18,0,7,0,16,0
2607,Manhattan,2024,4,truck,15,0,2,0,4,0,8,0
2608,Manhattan,2024,5,bike,54,0,19,0,33,0,1,0
2609,Manhattan,2024,5,other,77,0,19,0,6,0,43,0
2610,Manhattan,2024,5,sedan,165,0,48,0,24,0,84,0
2611,Manhattan,2024,5,suv,131,0,20,0,37,0,68,0
2612,Manhattan,2024,5,taxi,48,0,5,0,21,0,21,0
2613,Manhattan,2024,5,truck,19,0,2,0,3,0,12,0
2614,Manhattan,2024,6,bike,44,0,14,0,28,0,2,0
2615,Manhattan,2024,6,other,63,0,15,0,9,0,29,0
2616,Manhattan,2024,6,sedan,195,0,34,0,36,0,117,0
2617,Manhattan,2024,6,suv,150,0,30,0,30,0,85,0
2618,Manhattan,2024,6,taxi,50,0,12,0,10,0,25,0
2619,Manhattan,2024,6,truck,18,0,5,0,3,0,10,0
2620,Manhattan,2024,7,bike,45,0,9,0,36,0,0,0
2621,Manhattan,2024,7,other,59,1,15,0,11,0,27,1
2622,Manhattan,2024,7,sedan,137,1,42,1,28,0,64,0
2623,Manhattan,2024,7,suv,130,1,26,1,30,0,70,0
2624,Manhattan,2024,7,taxi,51,0,17,0,14,0,18,0
2625,Manhattan,2024,7,truck,24,4,10,4,4,0,9,0
2626,Manhattan,2024,8,bike,56,0,12,0,43,0,1,0
2627,Manhattan,2024,8,other,77,0,21,0,9,0,40,0
2628,Manhattan,2024,8,sedan,177,0,26,0,37,0,105,0
2629,Manhattan,2024,8,suv,120,0,34,0,31,0,50,0
2630,Manhattan,2024,8,taxi,58,0,15,0,17,0,24,0
2631,Manhattan,2024,8,truck,21,0,10,0,5,0,6,0
2632,Manhattan,2024,9,bike,48,0,15,0,32,0,0,0
2633,Manhattan,2024,9,other,57,0,16,0,9,0,24,0
2634,Manhattan,2024,9,sedan,156,0,30,0,38,0,81,0
2635,Manhattan,2024,9,suv,101,0,23,0,20,0,53,0
2636,Manhattan,2024,9,taxi,65,0,12,0,14,0,37,0
2637,Manhattan,2024,9,truck,19,0,6,0,4,0,9,0
2638,Manhattan,2024,10,bike,53,0,17,0,34,0,1,0
2639,Manhattan,2024,10,other,63,2,16,0,7,0,34,2
2640,Manhattan,2024,10,sedan,196,0,40,0,40,0,107,0
2641,Manhattan,2024,10,suv,153,0,36,0,33,0,79,0
2642,Manhattan,2024,10,taxi,53,0,13,0,21,0,16,0
2643,Manhattan,2024,10,truck,20,0,7,0,5,0,8,0
2644,Manhattan,2024,11,bike,10,0,4,0,6,0,0,0
2645,Manhattan,2024,11,other,20,0,4,0,6,0,9,0
2646,Manhattan,2024,11,sedan,70,0,19,0,8,0,41,0
2647,Manhattan,2024,11,suv,51,0,17,0,9,0,24,0
2648,Manhattan,2024,11,taxi,20,0,6,0,8,0,6,0
2649,Manhattan,2024,11,truck,6,0,3,0,1,0,2,0
